D_          0 ,QI_          0 ,QF_          0 ,D_          1 ,QI_          1 ,QF_          1 ,D_          2 ,QI_          2 ,QF_          2 ,D_          3 ,QI_          3 ,QF_          3 ,D_          4 ,QI_          4 ,QF_          4 ,D_          5 ,QI_          5 ,QF_          5 ,D_          6 ,QI_          6 ,QF_          6 ,D_          7 ,QI_          7 ,QF_          7
6e7a , 1 ,15 ,4cfc , 1 ,15 ,215e , 1 ,15 ,41b3 , 2 ,14 ,f6fc , 1 ,15 ,1d48 , 1 ,15 ,cd36 , 1 ,15 ,8681 , 2 ,14 
75e2 , 2 ,14 ,5476 , 2 ,14 ,5206 , 2 ,14 ,e918 , 1 ,15 ,e28a , 1 ,15 ,0ffa , 1 ,15 ,753f , 2 ,14 ,ae20 , 1 ,15 
d4ee , 1 ,15 ,c150 , 1 ,15 ,a2f0 , 1 ,15 ,4838 , 2 ,14 ,2d78 , 1 ,15 ,6492 , 1 ,15 ,2f06 , 1 ,15 ,8d16 , 1 ,15 
6b6a , 1 ,15 ,28ee , 1 ,15 ,a710 , 1 ,15 ,535a , 1 ,15 ,008a , 1 ,15 ,148c , 1 ,15 ,a04b , 2 ,14 ,a90e , 1 ,15 
e210 , 1 ,15 ,1bd6 , 1 ,15 ,4771 , 2 ,14 ,90fe , 1 ,15 ,9eb4 , 1 ,15 ,f45e , 1 ,15 ,c99a , 1 ,15 ,c714 , 1 ,15 
8681 , 2 ,14 ,eea2 , 1 ,15 ,2936 , 1 ,15 ,679b , 2 ,14 ,0d12 , 1 ,15 ,4704 , 3 ,13 ,4730 , 2 ,14 ,35a2 , 1 ,15 
5f67 , 2 ,14 ,18ac , 1 ,15 ,421e , 2 ,14 ,77f2 , 1 ,15 ,18fc , 1 ,15 ,8596 , 1 ,15 ,4032 , 1 ,15 ,9f04 , 2 ,14 
bebe , 2 ,14 ,2b24 , 1 ,15 ,f004 , 1 ,15 ,e5e8 , 1 ,15 ,c898 , 1 ,15 ,4e72 , 2 ,14 ,bb8a , 1 ,15 ,5302 , 2 ,14 
bddd , 2 ,14 ,709a , 2 ,14 ,be2d , 2 ,14 ,ac55 , 2 ,14 ,70d0 , 1 ,15 ,1732 , 1 ,15 ,461b , 2 ,14 ,d820 , 1 ,15 
400c , 1 ,15 ,972c , 1 ,15 ,baba , 1 ,15 ,b514 , 1 ,15 ,53de , 1 ,15 ,40c3 , 3 ,13 ,4366 , 1 ,15 ,e642 , 1 ,15 
bf71 , 2 ,14 ,edf2 , 1 ,15 ,6c84 , 1 ,15 ,6b76 , 1 ,15 ,86a6 , 1 ,15 ,458a , 1 ,15 ,72b4 , 1 ,15 ,f5c2 , 1 ,15 
4d58 , 1 ,15 ,d2cc , 1 ,15 ,7c76 , 1 ,15 ,d7fa , 1 ,15 ,9a65 , 2 ,14 ,d3ca , 1 ,15 ,6da2 , 1 ,15 ,6f08 , 1 ,15 
a761 , 2 ,14 ,e77c , 1 ,15 ,65be , 1 ,15 ,4278 , 2 ,14 ,8626 , 1 ,15 ,4b20 , 1 ,15 ,83e6 , 1 ,15 ,4d8c , 1 ,15 
401a , 2 ,14 ,6fd8 , 1 ,15 ,612e , 1 ,15 ,4dbe , 1 ,15 ,0690 , 1 ,15 ,d138 , 1 ,15 ,d006 , 1 ,15 ,8c21 , 2 ,14 
9f2d , 2 ,14 ,56e0 , 1 ,15 ,3036 , 1 ,15 ,1d0a , 1 ,15 ,b252 , 1 ,15 ,c2fe , 1 ,15 ,b0d0 , 1 ,15 ,026a , 1 ,15 
e03e , 1 ,15 ,dbca , 1 ,15 ,081a , 1 ,15 ,c9b6 , 1 ,15 ,1f74 , 1 ,15 ,317a , 1 ,15 ,0a56 , 1 ,15 ,e1b8 , 1 ,15 
8876 , 2 ,14 ,2484 , 1 ,15 ,99c4 , 1 ,15 ,2c18 , 1 ,15 ,7c78 , 1 ,15 ,67b8 , 2 ,14 ,87ee , 2 ,14 ,43c0 , 1 ,15 
bf20 , 4 ,12 ,d520 , 1 ,15 ,652e , 1 ,15 ,1532 , 1 ,15 ,9c7c , 1 ,15 ,9c08 , 2 ,14 ,09fe , 1 ,15 ,6950 , 2 ,14 
9d4b , 2 ,14 ,ab54 , 1 ,15 ,ba1c , 1 ,15 ,a7fe , 1 ,15 ,9e9e , 1 ,15 ,df60 , 1 ,15 ,01b8 , 1 ,15 ,e404 , 1 ,15 
b38c , 3 ,13 ,9e5e , 1 ,15 ,bcac , 1 ,15 ,64bc , 1 ,15 ,3162 , 1 ,15 ,7b3c , 1 ,15 ,3cf0 , 1 ,15 ,70eb , 2 ,14 
1e60 , 1 ,15 ,d0aa , 1 ,15 ,bcc8 , 2 ,14 ,7976 , 2 ,14 ,ffb2 , 1 ,15 ,29e8 , 1 ,15 ,b113 , 2 ,14 ,6058 , 1 ,15 
1192 , 1 ,15 ,93d0 , 2 ,14 ,65a8 , 2 ,14 ,912c , 1 ,15 ,11ee , 1 ,15 ,456c , 2 ,14 ,0db8 , 1 ,15 ,405f , 2 ,14 
b86b , 3 ,13 ,e8f8 , 1 ,15 ,9a33 , 3 ,13 ,7bd1 , 2 ,14 ,1308 , 1 ,15 ,c04e , 1 ,15 ,b84e , 1 ,15 ,6e86 , 1 ,15 
d96e , 1 ,15 ,d80c , 1 ,15 ,5017 , 3 ,13 ,eaaa , 1 ,15 ,b490 , 2 ,14 ,38f8 , 1 ,15 ,44f6 , 3 ,13 ,ff8e , 1 ,15 
116c , 1 ,15 ,aac3 , 2 ,14 ,e444 , 1 ,15 ,b728 , 2 ,14 ,4d30 , 1 ,15 ,ac52 , 1 ,15 ,2d7e , 1 ,15 ,3e6e , 1 ,15 
aefd , 2 ,14 ,babe , 1 ,15 ,aaca , 1 ,15 ,09ea , 1 ,15 ,076c , 1 ,15 ,2772 , 1 ,15 ,c3f0 , 1 ,15 ,d530 , 1 ,15 
43b6 , 2 ,14 ,de5c , 1 ,15 ,cc7e , 1 ,15 ,3802 , 1 ,15 ,3934 , 1 ,15 ,ab21 , 2 ,14 ,f704 , 1 ,15 ,3a5c , 1 ,15 
bcc0 , 1 ,15 ,6e46 , 1 ,15 ,0a3a , 1 ,15 ,a1a5 , 2 ,14 ,c514 , 1 ,15 ,f3b8 , 1 ,15 ,cb90 , 1 ,15 ,649e , 2 ,14 
a322 , 2 ,14 ,fd74 , 1 ,15 ,6bbb , 2 ,14 ,3ae4 , 1 ,15 ,3ee4 , 1 ,15 ,dd44 , 1 ,15 ,bc1a , 1 ,15 ,4a78 , 1 ,15 
17f4 , 1 ,15 ,5f5a , 1 ,15 ,1bb4 , 1 ,15 ,e66e , 1 ,15 ,8064 , 1 ,15 ,4eb2 , 1 ,15 ,4f44 , 1 ,15 ,ec30 , 1 ,15 
bdba , 2 ,14 ,e464 , 1 ,15 ,3502 , 1 ,15 ,0570 , 1 ,15 ,0a7e , 1 ,15 ,e206 , 1 ,15 ,abde , 1 ,15 ,3bc4 , 1 ,15 
89f4 , 1 ,15 ,4aeb , 2 ,14 ,cb62 , 1 ,15 ,094a , 1 ,15 ,a2c0 , 2 ,14 ,1b30 , 1 ,15 ,4acc , 2 ,14 ,a600 , 1 ,15 
ad39 , 2 ,14 ,a2aa , 1 ,15 ,970e , 1 ,15 ,93c0 , 1 ,15 ,bebe , 1 ,15 ,ac28 , 1 ,15 ,502e , 1 ,15 ,d18c , 1 ,15 
62a8 , 1 ,15 ,23a6 , 1 ,15 ,477e , 1 ,15 ,5c8a , 1 ,15 ,b890 , 1 ,15 ,ce0e , 1 ,15 ,4164 , 1 ,15 ,146a , 1 ,15 
2090 , 1 ,15 ,28dc , 1 ,15 ,56ee , 1 ,15 ,0f1e , 1 ,15 ,df2a , 1 ,15 ,e540 , 1 ,15 ,c076 , 1 ,15 ,4a9a , 2 ,14 
f508 , 1 ,15 ,b06a , 2 ,14 ,af09 , 2 ,14 ,6cac , 1 ,15 ,cb4a , 1 ,15 ,1440 , 1 ,15 ,c234 , 1 ,15 ,92f8 , 1 ,15 
403a , 2 ,14 ,be3e , 3 ,13 ,95d4 , 2 ,14 ,4eeb , 2 ,14 ,454a , 1 ,15 ,53bd , 2 ,14 ,814a , 1 ,15 ,c50c , 1 ,15 
eaa2 , 1 ,15 ,20fc , 1 ,15 ,8b74 , 1 ,15 ,f306 , 1 ,15 ,ace1 , 2 ,14 ,ddb8 , 1 ,15 ,e9be , 1 ,15 ,9a68 , 1 ,15 
2c70 , 1 ,15 ,f0aa , 1 ,15 ,b81b , 2 ,14 ,220c , 1 ,15 ,a849 , 2 ,14 ,9ae1 , 2 ,14 ,cf9c , 1 ,15 ,e23c , 1 ,15 
8520 , 1 ,15 ,26e6 , 1 ,15 ,1f98 , 1 ,15 ,6298 , 1 ,15 ,48cf , 2 ,14 ,d97c , 1 ,15 ,73ee , 1 ,15 ,b8de , 2 ,14 
a398 , 1 ,15 ,de68 , 1 ,15 ,ee68 , 1 ,15 ,5616 , 1 ,15 ,dbd0 , 1 ,15 ,c4a4 , 1 ,15 ,b954 , 1 ,15 ,b412 , 1 ,15 
5b58 , 1 ,15 ,b880 , 1 ,15 ,5dc8 , 1 ,15 ,9822 , 1 ,15 ,4b42 , 1 ,15 ,5b72 , 2 ,14 ,ceea , 1 ,15 ,49ad , 2 ,14 
cc50 , 1 ,15 ,3754 , 1 ,15 ,9e38 , 2 ,14 ,6792 , 1 ,15 ,d514 , 1 ,15 ,62ef , 2 ,14 ,9ad2 , 1 ,15 ,b694 , 1 ,15 
b184 , 1 ,15 ,9218 , 2 ,14 ,a99a , 1 ,15 ,3074 , 1 ,15 ,8aca , 2 ,14 ,5dba , 2 ,14 ,c15c , 1 ,15 ,9d3f , 2 ,14 
6e23 , 2 ,14 ,55e4 , 2 ,14 ,2ec2 , 1 ,15 ,585c , 2 ,14 ,8b9c , 1 ,15 ,3c62 , 1 ,15 ,4dc5 , 2 ,14 ,8b38 , 1 ,15 
49ca , 1 ,15 ,3fa8 , 1 ,15 ,6428 , 1 ,15 ,9bfe , 1 ,15 ,a27e , 1 ,15 ,4a47 , 2 ,14 ,55f8 , 1 ,15 ,97f7 , 2 ,14 
2632 , 1 ,15 ,7085 , 2 ,14 ,4669 , 2 ,14 ,41ce , 1 ,15 ,bdb6 , 1 ,15 ,545c , 1 ,15 ,b6ec , 1 ,15 ,64b0 , 2 ,14 
172c , 1 ,15 ,e006 , 1 ,15 ,9453 , 2 ,14 ,3848 , 1 ,15 ,4e38 , 2 ,14 ,2632 , 1 ,15 ,84f0 , 1 ,15 ,d8da , 1 ,15 
096c , 1 ,15 ,5486 , 1 ,15 ,a73c , 2 ,14 ,6ab9 , 2 ,14 ,4abd , 2 ,14 ,cab2 , 1 ,15 ,569c , 1 ,15 ,9668 , 1 ,15 
bc48 , 1 ,15 ,2d4c , 1 ,15 ,b236 , 1 ,15 ,be45 , 3 ,13 ,5518 , 1 ,15 ,496e , 2 ,14 ,2dd0 , 1 ,15 ,514c , 1 ,15 
b8ba , 1 ,15 ,43c8 , 2 ,14 ,45a3 , 2 ,14 ,ab02 , 2 ,14 ,c0fe , 1 ,15 ,468d , 2 ,14 ,6496 , 1 ,15 ,e626 , 1 ,15 
939c , 1 ,15 ,c490 , 1 ,15 ,c9c6 , 1 ,15 ,ba42 , 1 ,15 ,4d26 , 2 ,14 ,04ca , 1 ,15 ,a07f , 2 ,14 ,c904 , 1 ,15 
efa2 , 1 ,15 ,4337 , 2 ,14 ,4866 , 1 ,15 ,6ed8 , 1 ,15 ,4784 , 2 ,14 ,329e , 1 ,15 ,a4fe , 2 ,14 ,f8c0 , 1 ,15 
ba6a , 1 ,15 ,7852 , 1 ,15 ,39e0 , 1 ,15 ,f448 , 1 ,15 ,9d4e , 2 ,14 ,54a2 , 1 ,15 ,3682 , 1 ,15 ,b4f6 , 2 ,14 
4d50 , 2 ,14 ,41be , 3 ,13 ,ed78 , 1 ,15 ,5148 , 1 ,15 ,3896 , 1 ,15 ,b658 , 3 ,13 ,97a8 , 1 ,15 ,6eca , 2 ,14 
b08d , 2 ,14 ,34f6 , 1 ,15 ,05de , 1 ,15 ,d4e4 , 1 ,15 ,42b6 , 2 ,14 ,a804 , 1 ,15 ,3612 , 1 ,15 ,4588 , 1 ,15 
6d96 , 1 ,15 ,06a4 , 1 ,15 ,a980 , 1 ,15 ,5a74 , 1 ,15 ,3d36 , 1 ,15 ,a601 , 3 ,13 ,1aea , 1 ,15 ,b180 , 1 ,15 
cbd6 , 1 ,15 ,7cbc , 2 ,14 ,6e28 , 1 ,15 ,54ee , 1 ,15 ,b7aa , 3 ,13 ,50b4 , 1 ,15 ,805b , 2 ,14 ,a634 , 2 ,14 
1924 , 1 ,15 ,687e , 1 ,15 ,282a , 1 ,15 ,b2d2 , 2 ,14 ,033c , 1 ,15 ,ada1 , 2 ,14 ,98f0 , 1 ,15 ,486c , 1 ,15 
4a58 , 2 ,14 ,c14e , 1 ,15 ,96d1 , 2 ,14 ,756c , 1 ,15 ,beb2 , 2 ,14 ,b020 , 1 ,15 ,ae82 , 2 ,14 ,4b00 , 1 ,15 
9e23 , 2 ,14 ,412d , 2 ,14 ,23f0 , 1 ,15 ,5f1c , 1 ,15 ,a567 , 2 ,14 ,4cbc , 1 ,15 ,5a06 , 1 ,15 ,eb78 , 1 ,15 
bfd2 , 1 ,15 ,0158 , 1 ,15 ,5731 , 2 ,14 ,a15c , 1 ,15 ,99c4 , 1 ,15 ,8676 , 1 ,15 ,ec6c , 1 ,15 ,aa2c , 1 ,15 
3854 , 1 ,15 ,6aab , 2 ,14 ,1c90 , 1 ,15 ,b02c , 2 ,14 ,0314 , 1 ,15 ,d462 , 1 ,15 ,1f70 , 1 ,15 ,f6ea , 1 ,15 
ec66 , 1 ,15 ,7778 , 2 ,14 ,f7c4 , 1 ,15 ,3bf2 , 1 ,15 ,5f34 , 1 ,15 ,7006 , 1 ,15 ,bb10 , 1 ,15 ,40cc , 3 ,13 
4b10 , 1 ,15 ,8caa , 2 ,14 ,cf44 , 1 ,15 ,8616 , 1 ,15 ,b006 , 1 ,15 ,b3a0 , 1 ,15 ,6254 , 1 ,15 ,0274 , 1 ,15 
b6ea , 1 ,15 ,41c5 , 2 ,14 ,595d , 2 ,14 ,f942 , 1 ,15 ,0b9c , 1 ,15 ,0fae , 1 ,15 ,cc82 , 1 ,15 ,c298 , 1 ,15 
447e , 1 ,15 ,7dc0 , 1 ,15 ,5f6c , 2 ,14 ,6b84 , 1 ,15 ,2e88 , 1 ,15 ,ab48 , 1 ,15 ,63f0 , 1 ,15 ,b1af , 2 ,14 
70cb , 2 ,14 ,67bf , 2 ,14 ,1740 , 1 ,15 ,6788 , 1 ,15 ,aa1e , 1 ,15 ,0bf2 , 1 ,15 ,7322 , 1 ,15 ,5407 , 2 ,14 
a172 , 1 ,15 ,6620 , 2 ,14 ,16de , 1 ,15 ,2288 , 1 ,15 ,32fc , 1 ,15 ,ada8 , 1 ,15 ,db36 , 1 ,15 ,2f26 , 1 ,15 
4775 , 2 ,14 ,2b48 , 1 ,15 ,e212 , 1 ,15 ,9214 , 1 ,15 ,130a , 1 ,15 ,6161 , 2 ,14 ,41be , 1 ,15 ,5dd0 , 2 ,14 
6c0e , 1 ,15 ,4a68 , 1 ,15 ,09b8 , 1 ,15 ,c9c6 , 1 ,15 ,b04c , 1 ,15 ,bdea , 1 ,15 ,014e , 1 ,15 ,cce8 , 1 ,15 
1aaa , 1 ,15 ,e23a , 1 ,15 ,4a6a , 2 ,14 ,2fea , 1 ,15 ,4f46 , 1 ,15 ,f3fe , 1 ,15 ,043c , 1 ,15 ,3dca , 1 ,15 
f000 , 1 ,15 ,a66a , 1 ,15 ,daaa , 1 ,15 ,61aa , 2 ,14 ,71a8 , 1 ,15 ,4f8c , 3 ,13 ,0992 , 1 ,15 ,aafe , 1 ,15 
97c4 , 2 ,14 ,a754 , 1 ,15 ,b020 , 2 ,14 ,b07c , 1 ,15 ,4bbe , 1 ,15 ,8ed6 , 1 ,15 ,9d19 , 2 ,14 ,9700 , 1 ,15 
fa84 , 1 ,15 ,cdea , 1 ,15 ,0c0a , 1 ,15 ,0a32 , 1 ,15 ,ac5a , 2 ,14 ,63f0 , 1 ,15 ,6ada , 1 ,15 ,90b2 , 1 ,15 
1782 , 1 ,15 ,bf9c , 2 ,14 ,73a2 , 1 ,15 ,adbe , 1 ,15 ,4289 , 3 ,13 ,98de , 2 ,14 ,ef70 , 1 ,15 ,ae3c , 1 ,15 
f174 , 1 ,15 ,8b78 , 1 ,15 ,fbc8 , 1 ,15 ,0bbe , 1 ,15 ,85f6 , 1 ,15 ,d280 , 1 ,15 ,4560 , 1 ,15 ,bc78 , 1 ,15 
a782 , 2 ,14 ,d482 , 1 ,15 ,9f18 , 1 ,15 ,4ff9 , 2 ,14 ,b52c , 1 ,15 ,930a , 1 ,15 ,92b0 , 1 ,15 ,f894 , 1 ,15 
41a8 , 2 ,14 ,4fee , 1 ,15 ,cdb8 , 1 ,15 ,9335 , 2 ,14 ,88a6 , 1 ,15 ,6204 , 1 ,15 ,e4dc , 1 ,15 ,021e , 1 ,15 
3080 , 1 ,15 ,8c92 , 1 ,15 ,42fa , 3 ,13 ,59f1 , 2 ,14 ,bd54 , 2 ,14 ,57a0 , 2 ,14 ,ab7a , 2 ,14 ,ed1e , 1 ,15 
de88 , 1 ,15 ,1a28 , 1 ,15 ,a880 , 1 ,15 ,1138 , 1 ,15 ,b000 , 1 ,15 ,66f2 , 1 ,15 ,2c58 , 1 ,15 ,1402 , 1 ,15 
4c0a , 2 ,14 ,a544 , 1 ,15 ,ce86 , 1 ,15 ,d530 , 1 ,15 ,f312 , 1 ,15 ,f4b4 , 1 ,15 ,5a36 , 1 ,15 ,c0ac , 1 ,15 
4134 , 1 ,15 ,483e , 2 ,14 ,0f3c , 1 ,15 ,6d10 , 2 ,14 ,b6c5 , 2 ,14 ,b087 , 2 ,14 ,a686 , 2 ,14 ,da90 , 1 ,15 
0b38 , 1 ,15 ,6592 , 1 ,15 ,5baa , 1 ,15 ,057c , 1 ,15 ,57d6 , 1 ,15 ,0d90 , 1 ,15 ,42aa , 1 ,15 ,bbae , 1 ,15 
8f5a , 1 ,15 ,bf15 , 2 ,14 ,5598 , 1 ,15 ,a418 , 1 ,15 ,47cc , 2 ,14 ,9e83 , 2 ,14 ,4213 , 2 ,14 ,ccdc , 1 ,15 
107e , 1 ,15 ,8506 , 1 ,15 ,5d6e , 2 ,14 ,4464 , 1 ,15 ,7129 , 2 ,14 ,16d2 , 1 ,15 ,d0e2 , 1 ,15 ,f922 , 1 ,15 
0dec , 1 ,15 ,3af8 , 1 ,15 ,4410 , 1 ,15 ,6278 , 1 ,15 ,2322 , 1 ,15 ,9147 , 2 ,14 ,0750 , 1 ,15 ,566c , 2 ,14 
bf54 , 3 ,13 ,d6ea , 1 ,15 ,1352 , 1 ,15 ,84c1 , 2 ,14 ,8baa , 1 ,15 ,fe4c , 1 ,15 ,b5c0 , 1 ,15 ,d87a , 1 ,15 
6bf4 , 1 ,15 ,77cc , 2 ,14 ,ad08 , 2 ,14 ,5e2f , 2 ,14 ,fe1a , 1 ,15 ,1442 , 1 ,15 ,707a , 1 ,15 ,958e , 2 ,14 
7d1f , 2 ,14 ,9786 , 1 ,15 ,d7ac , 1 ,15 ,ba8f , 3 ,13 ,3822 , 1 ,15 ,2744 , 1 ,15 ,0f86 , 1 ,15 ,bc64 , 1 ,15 
4b80 , 1 ,15 ,74ea , 1 ,15 ,5b8b , 2 ,14 ,7ec4 , 1 ,15 ,ad6e , 1 ,15 ,b48e , 2 ,14 ,e628 , 1 ,15 ,eb5e , 1 ,15 
43e6 , 1 ,15 ,80fc , 1 ,15 ,7f10 , 1 ,15 ,0ed8 , 1 ,15 ,bc16 , 1 ,15 ,a2d1 , 2 ,14 ,8488 , 2 ,14 ,49dc , 1 ,15 
aa60 , 1 ,15 ,dc36 , 1 ,15 ,4cea , 1 ,15 ,ac4e , 1 ,15 ,f1b6 , 1 ,15 ,7c5c , 1 ,15 ,3e70 , 1 ,15 ,3966 , 1 ,15 
d302 , 1 ,15 ,41c4 , 2 ,14 ,6cb2 , 1 ,15 ,c730 , 1 ,15 ,b4aa , 1 ,15 ,4989 , 2 ,14 ,7cb0 , 1 ,15 ,9a7f , 2 ,14 
1b0a , 1 ,15 ,4df6 , 2 ,14 ,e848 , 1 ,15 ,c810 , 1 ,15 ,cea8 , 1 ,15 ,1b30 , 1 ,15 ,4713 , 3 ,13 ,0eae , 1 ,15 
573d , 2 ,14 ,f2ca , 1 ,15 ,1f9c , 1 ,15 ,b906 , 1 ,15 ,8ce2 , 1 ,15 ,98f6 , 2 ,14 ,5391 , 3 ,13 ,bb2d , 2 ,14 
a0f4 , 1 ,15 ,83b8 , 1 ,15 ,b9df , 3 ,13 ,556d , 2 ,14 ,6d52 , 1 ,15 ,e538 , 1 ,15 ,3f12 , 1 ,15 ,869c , 1 ,15 
0dd6 , 1 ,15 ,6c7c , 2 ,14 ,a321 , 2 ,14 ,0cd8 , 1 ,15 ,8aa2 , 2 ,14 ,864a , 2 ,14 ,bcfc , 1 ,15 ,b597 , 2 ,14 
eeca , 1 ,15 ,7abe , 1 ,15 ,a5de , 1 ,15 ,3128 , 1 ,15 ,b511 , 2 ,14 ,b784 , 1 ,15 ,e46c , 1 ,15 ,09f6 , 1 ,15 
70d5 , 2 ,14 ,7aa8 , 1 ,15 ,1838 , 1 ,15 ,b7a0 , 3 ,13 ,9cec , 1 ,15 ,e7e0 , 1 ,15 ,3664 , 1 ,15 ,8138 , 1 ,15 
1586 , 1 ,15 ,cf8c , 1 ,15 ,a836 , 1 ,15 ,347c , 1 ,15 ,6634 , 1 ,15 ,c670 , 1 ,15 ,3164 , 1 ,15 ,0436 , 1 ,15 
bc90 , 1 ,15 ,d52e , 1 ,15 ,b5e3 , 2 ,14 ,4070 , 1 ,15 ,5411 , 2 ,14 ,5841 , 2 ,14 ,47ee , 3 ,13 ,45d5 , 2 ,14 
7956 , 1 ,15 ,ff1a , 1 ,15 ,020c , 1 ,15 ,ba00 , 2 ,14 ,11a4 , 1 ,15 ,db7c , 1 ,15 ,cc52 , 1 ,15 ,ca9c , 1 ,15 
7bf0 , 2 ,14 ,c4cc , 1 ,15 ,5d17 , 2 ,14 ,d15a , 1 ,15 ,63da , 1 ,15 ,a7b9 , 2 ,14 ,2c14 , 1 ,15 ,a866 , 2 ,14 
ab48 , 2 ,14 ,daa4 , 1 ,15 ,09aa , 1 ,15 ,a8be , 2 ,14 ,9a0a , 1 ,15 ,934e , 1 ,15 ,8c7c , 1 ,15 ,b49a , 1 ,15 
8460 , 1 ,15 ,5884 , 3 ,13 ,7a52 , 1 ,15 ,4437 , 2 ,14 ,8b1a , 2 ,14 ,2e1c , 1 ,15 ,b82b , 2 ,14 ,b8ec , 2 ,14 
f738 , 1 ,15 ,5b0e , 2 ,14 ,1d16 , 1 ,15 ,5f2a , 1 ,15 ,494f , 2 ,14 ,74de , 1 ,15 ,7e90 , 2 ,14 ,3ba0 , 1 ,15 
efc8 , 1 ,15 ,7148 , 1 ,15 ,4246 , 2 ,14 ,4711 , 3 ,13 ,0f52 , 1 ,15 ,4ef3 , 3 ,13 ,5c7a , 1 ,15 ,3dd6 , 1 ,15 
52e4 , 1 ,15 ,2a38 , 1 ,15 ,dca0 , 1 ,15 ,c398 , 1 ,15 ,0ef8 , 1 ,15 ,42c2 , 1 ,15 ,3806 , 1 ,15 ,a678 , 1 ,15 
0a8c , 1 ,15 ,9ba3 , 2 ,14 ,8b07 , 2 ,14 ,63ec , 1 ,15 ,bde6 , 1 ,15 ,ad05 , 2 ,14 ,dd7a , 1 ,15 ,aebd , 3 ,13 
982d , 2 ,14 ,db26 , 1 ,15 ,af46 , 1 ,15 ,1c8c , 1 ,15 ,44e6 , 1 ,15 ,4330 , 1 ,15 ,b048 , 1 ,15 ,d45e , 1 ,15 
207e , 1 ,15 ,54c2 , 1 ,15 ,a5ca , 1 ,15 ,d3f6 , 1 ,15 ,8de0 , 1 ,15 ,5d22 , 1 ,15 ,3454 , 1 ,15 ,b2d4 , 1 ,15 
5601 , 2 ,14 ,28d4 , 1 ,15 ,127e , 1 ,15 ,eb1a , 1 ,15 ,63e4 , 1 ,15 ,b633 , 2 ,14 ,7d72 , 1 ,15 ,2c36 , 1 ,15 
a9d4 , 1 ,15 ,c804 , 1 ,15 ,09ec , 1 ,15 ,f888 , 1 ,15 ,ee40 , 1 ,15 ,29a0 , 1 ,15 ,2a70 , 1 ,15 ,aac2 , 1 ,15 
575f , 2 ,14 ,a348 , 1 ,15 ,1d20 , 1 ,15 ,4f64 , 2 ,14 ,b75c , 1 ,15 ,4f5c , 1 ,15 ,a3cc , 1 ,15 ,ae32 , 2 ,14 
d68a , 1 ,15 ,8b8a , 1 ,15 ,45ca , 1 ,15 ,aac0 , 1 ,15 ,ba46 , 1 ,15 ,2320 , 1 ,15 ,a7f3 , 2 ,14 ,2010 , 1 ,15 
9802 , 2 ,14 ,100a , 1 ,15 ,32e0 , 1 ,15 ,44cc , 2 ,14 ,3c70 , 1 ,15 ,b6b3 , 2 ,14 ,b25d , 2 ,14 ,5b3d , 2 ,14 
0b8c , 1 ,15 ,2016 , 1 ,15 ,ddde , 1 ,15 ,f774 , 1 ,15 ,185e , 1 ,15 ,a0fc , 1 ,15 ,cd76 , 1 ,15 ,4b48 , 2 ,14 
38ca , 1 ,15 ,20de , 1 ,15 ,0e08 , 1 ,15 ,fa70 , 1 ,15 ,ba59 , 3 ,13 ,8777 , 2 ,14 ,0770 , 1 ,15 ,b9fc , 2 ,14 
f6ae , 1 ,15 ,4dec , 1 ,15 ,ec28 , 1 ,15 ,958e , 2 ,14 ,386a , 1 ,15 ,61ae , 1 ,15 ,c68a , 1 ,15 ,a67e , 1 ,15 
3e7a , 1 ,15 ,8348 , 2 ,14 ,85f7 , 2 ,14 ,4642 , 1 ,15 ,2372 , 1 ,15 ,a52a , 1 ,15 ,4c79 , 2 ,14 ,baa3 , 3 ,13 
54b4 , 1 ,15 ,6b10 , 2 ,14 ,3dc8 , 1 ,15 ,8e09 , 2 ,14 ,2dd4 , 1 ,15 ,57ba , 1 ,15 ,a04c , 1 ,15 ,a258 , 2 ,14 
b202 , 1 ,15 ,551c , 2 ,14 ,49d1 , 3 ,13 ,7cc8 , 1 ,15 ,dcf0 , 1 ,15 ,5d36 , 1 ,15 ,e1fc , 1 ,15 ,be2c , 1 ,15 
de36 , 1 ,15 ,5f33 , 2 ,14 ,f6a6 , 1 ,15 ,6af0 , 2 ,14 ,6f6a , 1 ,15 ,2150 , 1 ,15 ,57ce , 1 ,15 ,beb2 , 2 ,14 
7d0e , 1 ,15 ,6508 , 2 ,14 ,7e20 , 1 ,15 ,49a3 , 2 ,14 ,ad18 , 2 ,14 ,741a , 1 ,15 ,5580 , 1 ,15 ,bc94 , 1 ,15 
cabe , 1 ,15 ,ff74 , 1 ,15 ,978e , 1 ,15 ,aad0 , 1 ,15 ,95cc , 1 ,15 ,4f7c , 1 ,15 ,37d2 , 1 ,15 ,31ae , 1 ,15 
4321 , 2 ,14 ,b89a , 2 ,14 ,b884 , 1 ,15 ,44fd , 2 ,14 ,c21e , 1 ,15 ,9bba , 1 ,15 ,a8c9 , 2 ,14 ,40f2 , 3 ,13 
b886 , 2 ,14 ,36ec , 1 ,15 ,5cc7 , 2 ,14 ,977b , 2 ,14 ,7c5c , 1 ,15 ,9fce , 2 ,14 ,9a6a , 1 ,15 ,53d6 , 1 ,15 
8260 , 1 ,15 ,16f8 , 1 ,15 ,c902 , 1 ,15 ,7592 , 1 ,15 ,5d7e , 1 ,15 ,5f36 , 2 ,14 ,365e , 1 ,15 ,3e68 , 1 ,15 
